Front	Back	Tags
[숫자 암기] 「국가계약법 시행령」상 계약보증금의 원칙적 납부 비율과 면제가 가능한 계약금액 기준을 옳게 짝지은 것은?<br><br>① 계약금액의 100분의 10 이상, 계약금액 5,000만 원 이하인 계약<br>② 계약금액의 100분의 5 이상, 계약금액 5,000만 원 이하인 계약<br>③ 계약금액의 100분의 10 이상, 계약금액 2,000만 원 이하인 계약<br>④ 계약금액의 100분의 20 이상, 계약금액 1억 원 이하인 계약	<b>정답</b>: ① 계약금액의 100분의 10 이상, 계약금액 5,000만 원 이하인 계약<br><br>원칙은 계약금액의 100분의 10 이상이고, 경제위기 시 기획재정부 장관 고시로 100분의 5 이상까지 낮출 수 있다. 면제 가능 기준은 계약금액 5,000만 원 이하다.<br><br><b>근거</b>: 계약보증금은 계약금액의 100분의 10 이상 납부해야 하나 재난·경기침체·대량실업 등으로 발생한 국가의 경제위기를 극복하기 위해 기획재정부 장관이 고시하는 경우에는 100분의 5 이상으로 조정할 수 있다. 다만 계약금액이 5,000만 원 이하인 계약 등에서는 계약보증금의 전부 또는 일부를 면제할 수 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-계약보증금-국가계약법-시행령-제50조	subject_1 S1.M5.SB2.D4 numeric source
계약의 체결 및 이행 규정에서 조심할 선택지는?<br><br>「국가계약법 시행령」상 계약보증금의 원칙적 납부 비율과 면제가 가능한 계약금액 기준을 옳게 짝지은 것은?	① 계약금액의 100분의 10 이상, 계약금액 5,000만 원 이하인 계약 — 원칙 비율 10%와 면제 기준 5,000만 원을 정확히 짝지어 정답이다.<br>② 계약금액의 100분의 5 이상, 계약금액 5,000만 원 이하인 계약 — 100분의 5는 경제위기 시 기획재정부 장관 고시에 따른 예외 비율이지 원칙이 아니다.<br>③ 계약금액의 100분의 10 이상, 계약금액 2,000만 원 이하인 계약 — 면제 기준 금액은 2,000만 원이 아니라 5,000만 원이다.<br>④ 계약금액의 100분의 20 이상, 계약금액 1억 원 이하인 계약 — 100분의 20이라는 비율과 1억 원이라는 면제 기준은 규정에 없다.<br><br><b>난이도</b>: 중요	subject_1 S1.M5.SB2.D4 numeric trap
[핵심개념] 이의신청과 분쟁조정	<b>출제 포인트</b>: 이의신청은 이의신청의 원인이 되는 행위가 있었던 날부터 20일 이내 또는 그 행위가 있음을 안 날부터 15일 이내에 해당 중앙관서의 장에게 하여야 한다. 해당 중앙관서의 장은 이의신청을 받은 날부터 15일 이내에 심사하여 시정 등 필요한 조치를 하고 그 결과를 신청인에게 통지하여야 한다. 조치에 이의가 있는 자는 통지를 받은 날부터 20일 이내에 국가계약분쟁조정위원회에 조정을 위한 재심을 청구할 수 있다.<br><br><b>문제 연결</b>: 핵심 숫자는 이의신청 20일(행위일)/15일(안 날), 통지 15일, 재심청구 20일, 조정위원회 회신 50일이다. 조정 결과에 15일 이내 이의가 없으면 재판상 화해와 동일한 효력이 생긴다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-1.7-이의신청과-분쟁조정	subject_1 S1.M5.SB2.D5 numeric concept
[숫자 암기] 「국가계약법」상 이의신청 및 분쟁조정 절차의 기간에 대한 설명으로 옳은 것은?<br><br>① 이의신청은 그 행위가 있음을 안 날부터 15일 이내에 해당 중앙관서의 장에게 해야 한다.<br>② 중앙관서의 장은 이의신청을 받은 날부터 30일 이내에 결과를 통지해야 한다.<br>③ 결과 통지에 이의가 있는 자는 통지를 받은 날부터 10일 이내에 재심을 청구해야 한다.<br>④ 국가계약분쟁조정위원회는 특별한 사정이 없는 한 90일 이내에 결과를 회신해야 한다.	<b>정답</b>: ① 이의신청은 그 행위가 있음을 안 날부터 15일 이내에 해당 중앙관서의 장에게 해야 한다.<br><br>핵심 숫자는 이의신청 20일(행위일)/15일(안 날), 통지 15일, 재심청구 20일, 조정위원회 회신 50일이다. 조정 결과에 15일 이내 이의가 없으면 재판상 화해와 동일한 효력이 생긴다.<br><br><b>근거</b>: 이의신청은 이의신청의 원인이 되는 행위가 있었던 날부터 20일 이내 또는 그 행위가 있음을 안 날부터 15일 이내에 해당 중앙관서의 장에게 하여야 한다. 해당 중앙관서의 장은 이의신청을 받은 날부터 15일 이내에 심사하여 시정 등 필요한 조치를 하고 그 결과를 신청인에게 통지하여야 한다. 조치에 이의가 있는 자는 통지를 받은 날부터 20일 이내에 국가계약분쟁조정위원회에 조정을 위한 재심을 청구할 수 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-1.7-이의신청과-분쟁조정	subject_1 S1.M5.SB2.D5 numeric source
이의신청과 분쟁조정에서 조심할 선택지는?<br><br>「국가계약법」상 이의신청 및 분쟁조정 절차의 기간에 대한 설명으로 옳은 것은?	① 이의신청은 그 행위가 있음을 안 날부터 15일 이내에 해당 중앙관서의 장에게 해야 한다. — 안 날부터 15일 이내라는 기간을 정확히 서술해 정답이다.<br>② 중앙관서의 장은 이의신청을 받은 날부터 30일 이내에 결과를 통지해야 한다. — 중앙관서의 장은 30일이 아니라 15일 이내에 통지해야 한다.<br>③ 결과 통지에 이의가 있는 자는 통지를 받은 날부터 10일 이내에 재심을 청구해야 한다. — 재심 청구 기간은 10일이 아니라 20일 이내다.<br>④ 국가계약분쟁조정위원회는 특별한 사정이 없는 한 90일 이내에 결과를 회신해야 한다. — 국가계약분쟁조정위원회의 회신 기간은 90일이 아니라 50일 이내다.<br><br><b>난이도</b>: 함정	subject_1 S1.M5.SB2.D5 numeric trap
[핵심개념] 대금지급 규정	<b>출제 포인트</b>: 제15조(대가의 지급) ① 각 중앙관서의 장 또는 계약담당공무원은 공사, 제조, 구매, 용역, 그 밖에 국고의 부담이 되는 계약의 경우 검사를 하거나 검사조서를 작성한 후에 그 대가를 지급하여야 한다. ② 그 기한까지 대가를 지급할 수 없는 경우에는 그 지연일수에 따른 이자를 지급하여야 한다. ③ 동일한 계약에서 제2항에 따른 이자와 제26조에 따른 지체상금은 상계할 수 있다.<br><br><b>문제 연결</b>: 대가 지급은 검사 또는 검사조서 작성 후에 이루어지는 것이 원칙이며, 지급 지연 시 지연이자를 지급하고 이는 지체상금과 상계할 수 있다. 세입 원인 계약은 제16조에 따라 대가를 미리 내도록 한다(선납).<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-국가계약법-제15조-대가의-지급	subject_1 S1.M5.SB3.D3 positive concept
[기본형] 「국가계약법」 제15조(대가의 지급)에 대한 설명으로 옳은 것은?<br><br>① 국고의 부담이 되는 계약의 경우 검사를 하거나 검사조서를 작성한 후에 그 대가를 지급하여야 한다.<br>② 대가 지급 기한을 넘긴 경우에도 지연일수에 따른 이자는 지급하지 않는다.<br>③ 동일한 계약에서 지연이자와 지체상금은 상계할 수 없다.<br>④ 세입의 원인이 되는 계약에서도 계약상대자에게 대가를 사후에 지급하도록 하여야 한다.	<b>정답</b>: ① 국고의 부담이 되는 계약의 경우 검사를 하거나 검사조서를 작성한 후에 그 대가를 지급하여야 한다.<br><br>대가 지급은 검사 또는 검사조서 작성 후에 이루어지는 것이 원칙이며, 지급 지연 시 지연이자를 지급하고 이는 지체상금과 상계할 수 있다. 세입 원인 계약은 제16조에 따라 대가를 미리 내도록 한다(선납).<br><br><b>근거</b>: 제15조(대가의 지급) ① 각 중앙관서의 장 또는 계약담당공무원은 공사, 제조, 구매, 용역, 그 밖에 국고의 부담이 되는 계약의 경우 검사를 하거나 검사조서를 작성한 후에 그 대가를 지급하여야 한다. ② 그 기한까지 대가를 지급할 수 없는 경우에는 그 지연일수에 따른 이자를 지급하여야 한다. ③ 동일한 계약에서 제2항에 따른 이자와 제26조에 따른 지체상금은 상계할 수 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-국가계약법-제15조-대가의-지급	subject_1 S1.M5.SB3.D3 positive source
대금지급 규정에서 조심할 선택지는?<br><br>「국가계약법」 제15조(대가의 지급)에 대한 설명으로 옳은 것은?	① 국고의 부담이 되는 계약의 경우 검사를 하거나 검사조서를 작성한 후에 그 대가를 지급하여야 한다. — 검사 또는 검사조서 작성 후 대가를 지급한다는 원칙을 정확히 서술해 정답이다.<br>② 대가 지급 기한을 넘긴 경우에도 지연일수에 따른 이자는 지급하지 않는다. — 기한 내 지급하지 못하면 지연일수에 따른 이자를 지급해야 한다.<br>③ 동일한 계약에서 지연이자와 지체상금은 상계할 수 없다. — 동일 계약에서 지연이자와 지체상금은 상계할 수 있다.<br>④ 세입의 원인이 되는 계약에서도 계약상대자에게 대가를 사후에 지급하도록 하여야 한다. — 세입의 원인이 되는 계약에서는 제16조에 따라 대가를 미리 내도록 해야 한다.<br><br><b>난이도</b>: 중요	subject_1 S1.M5.SB3.D3 positive trap
[핵심개념] 전자적 공고의 방법 및 시기	"<b>출제 포인트</b>: 추정가격 2,000만 원 이하의 소액수의계약의 경우에는 입찰공고가 아닌 안내공고를 시행해야 하며 3일의 기간(토·일요일 포함)을 부여해야 한다.<br><br><b>문제 연결</b>: 추정가격 2,000만 원 이하 소액수의계약은 입찰공고가 아니라 ""안내공고""이며 기간도 3일(토·일 포함)이다. 공고 종류와 기간을 함께 바꾸는 것이 전형적인 함정이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제3장-나라장터-입찰공고-기간"	subject_1 S1.M5.SB4.D1 numeric concept
[숫자 암기] 나라장터 입찰공고 기간에 대한 설명으로 옳지 않은 것은?<br><br>① 일반공고의 경우 40일의 공고기간을 부여한다.<br>② 공사의 경우 입찰금액 10억 원 미만은 7일, 10억~50억 원 미만은 15일의 공고기간을 부여한다.<br>③ 유찰 후 재공고 또는 긴급공고인 경우 단축 5일 또는 일반 10일의 기간을 부여한다.<br>④ 추정가격 2,000만 원 이하의 소액수의계약도 입찰공고를 시행하며 7일의 기간을 부여한다.	"<b>정답</b>: ④ 추정가격 2,000만 원 이하의 소액수의계약도 입찰공고를 시행하며 7일의 기간을 부여한다.<br><br>추정가격 2,000만 원 이하 소액수의계약은 입찰공고가 아니라 ""안내공고""이며 기간도 3일(토·일 포함)이다. 공고 종류와 기간을 함께 바꾸는 것이 전형적인 함정이다.<br><br><b>근거</b>: 추정가격 2,000만 원 이하의 소액수의계약의 경우에는 입찰공고가 아닌 안내공고를 시행해야 하며 3일의 기간(토·일요일 포함)을 부여해야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제3장-나라장터-입찰공고-기간"	subject_1 S1.M5.SB4.D1 numeric source
전자적 공고의 방법 및 시기에서 조심할 선택지는?<br><br>나라장터 입찰공고 기간에 대한 설명으로 옳지 않은 것은?	① 일반공고의 경우 40일의 공고기간을 부여한다. — 일반공고 40일은 규정에 부합한다.<br>② 공사의 경우 입찰금액 10억 원 미만은 7일, 10억~50억 원 미만은 15일의 공고기간을 부여한다. — 공사 규모별 공고기간(10억 원 미만 7일, 10억~50억 원 미만 15일)은 규정에 부합한다.<br>③ 유찰 후 재공고 또는 긴급공고인 경우 단축 5일 또는 일반 10일의 기간을 부여한다. — 재공고·긴급공고의 5일(단축)/10일(일반) 기간은 규정에 부합한다.<br>④ 추정가격 2,000만 원 이하의 소액수의계약도 입찰공고를 시행하며 7일의 기간을 부여한다. — 소액수의계약은 입찰공고가 아닌 안내공고이며 기간도 3일이므로 옳지 않다.<br><br><b>난이도</b>: 함정	subject_1 S1.M5.SB4.D1 numeric trap
[핵심개념] 계약체결의 요청 및 방법	<b>출제 포인트</b>: 수요기관 중 국가기관의 경우 1억 원 이상의 물품이나 용역(서비스), 추정가격 30억 원 이상 종합공사, 추정가격 3억 원 이상 전문공사는 의무적으로 조달청으로 중앙조달을 요청해야 한다.<br><br><b>문제 연결</b>: 중앙조달 의무 기준은 물품·용역 1억 원, 종합공사 30억 원, 전문공사 3억 원이다. 다만 단가·제3자단가·다수공급자계약 물품은 금액과 관계없이 조달청을 통해 구매해야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제3장-중앙조달-요청-기준	subject_1 S1.M5.SB3.D2 numeric concept
[숫자 암기] 국가기관이 의무적으로 조달청에 중앙조달을 요청해야 하는 기준으로 옳은 것은?<br><br>① 1억 원 이상의 물품·용역, 추정가격 30억 원 이상 종합공사, 추정가격 3억 원 이상 전문공사<br>② 5,000만 원 이상의 물품·용역, 추정가격 10억 원 이상 종합공사, 추정가격 1억 원 이상 전문공사<br>③ 1억 원 이상의 물품·용역, 추정가격 100억 원 이상 종합공사, 추정가격 10억 원 이상 전문공사<br>④ 금액과 관계없이 모든 물품·용역과 공사	<b>정답</b>: ① 1억 원 이상의 물품·용역, 추정가격 30억 원 이상 종합공사, 추정가격 3억 원 이상 전문공사<br><br>중앙조달 의무 기준은 물품·용역 1억 원, 종합공사 30억 원, 전문공사 3억 원이다. 다만 단가·제3자단가·다수공급자계약 물품은 금액과 관계없이 조달청을 통해 구매해야 한다.<br><br><b>근거</b>: 수요기관 중 국가기관의 경우 1억 원 이상의 물품이나 용역(서비스), 추정가격 30억 원 이상 종합공사, 추정가격 3억 원 이상 전문공사는 의무적으로 조달청으로 중앙조달을 요청해야 한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제3장-중앙조달-요청-기준	subject_1 S1.M5.SB3.D2 numeric source
